product_idea,potential_market,trend_of_demand,market_acceptance,stability_of_demand,label
tech and accessories shop,20,12,40,20,1
tech and accessories shop,60,11.83,40.29,40,1
tech and accessories shop,1818,12.5,40.24,21.78,1
tech and accessories shop,3599,32.17,40.43,1134.29,1
tech and accessories shop,27,12,40.4215,15,1
tech and accessories shop,240,10.75,40.41,-9.41,0
tech and accessories shop,521,12.67,40.34,20,1
tech and accessories shop,28,12.08,40.51,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12.08,39.64,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,8010,-101.25,40.19,-72.81,0
tech and accessories shop,20,11.92,40.36,-80,0
tech and accessories shop,23057,-319.08,40.21,-77.66,0
tech and accessories shop,114,11.42,40.3,6.67,0
tech and accessories shop,33,12.17,40.43,120,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,24,11.83,40.56,-30,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,27,12,40.42,15,1
tech and accessories shop,656,4.92,40.29,-21.07,0
tech and accessories shop,101439,488,40.07,39.1,1
tech and accessories shop,50,11.67,40.45,-37.14,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,1527,15.67,40.43,706.05,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12.08,40.81,20,1
tech and accessories shop,198,8.75,40.49,-80,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,13606,-129.08,40.26,-55.08,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,4343,14,40.25,94.55,1
tech and accessories shop,630,13.75,40.02,11.67,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,45,11.58,39.84,-60,0
tech and accessories shop,51,12,40.27,-30,0
tech and accessories shop,24,12.08,39.45,15,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12.08,40,20,1
tech and accessories shop,469,7.08,40.23,-58.08,0
tech and accessories shop,12448,22.25,40.33,46.55,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,22,11.83,40.39,-80,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,23,11.83,39.94,-30,0
tech and accessories shop,20,12.08,40.42,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,5006,-63.17,40.53,-80,0
tech and accessories shop,20,12,40.64,15,1
tech and accessories shop,109,12.42,40.21,15,1
tech and accessories shop,24440,-0.17,40.28,40.16,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,98,11.83,40.3,-3.08,0
tech and accessories shop,233957,80.25,40.28,-2.21,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,424,11.5,40.23,62.31,1
tech and accessories shop,37,11.42,40.22,-65.71,0
tech and accessories shop,180,12.5,40.34,-60,0
tech and accessories shop,1378,13,40.24,16.55,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,22,11.83,40.25,-30,0
tech and accessories shop,47,12.25,40.24,15,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,75,12.08,40.16,320,1
tech and accessories shop,123,13.17,40.19,620,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,186,12.33,39.99,189.23,1
tech and accessories shop,34,12,40.01,-13.33,0
tech and accessories shop,208,11.42,40.41,243.08,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,32,11.33,40.3,-42.5,0
tech and accessories shop,20,12.08,40,20,1
tech and accessories shop,12980,-6.92,40.28,-13.75,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,98,13.67,40.1,186.67,1
tech and accessories shop,1098,5.83,40.28,-58.45,0
tech and accessories shop,800,19.83,40.08,32,1
tech and accessories shop,53,12.08,40.26,86.67,1
tech and accessories shop,2490,24.75,40.69,9.29,0
tech and accessories shop,27,11.92,40.52,120,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12.08,40.17206,20,1
tech and accessories shop,23,11.83,40.48,20,1
tech and accessories shop,1351,7.25,40.24,-0.73,0
tech and accessories shop,36,11.83,40.12,-37.14,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40.95,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,1351,7.25,40.23934778,-0.731707317,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,167,12.58,40.33,7.5,0
tech and accessories shop,869,11,40.33,886.67,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12.08,40.61,20,1
tech and accessories shop,20,12,41,20,1
tech and accessories shop,2588,14.92,40.33,69.45,1
tech and accessories shop,31,12.25,40.43,20,1
tech and accessories shop,1913,14.33,40.24,-24.04,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,35,11.83,40.08,-20,0
tech and accessories shop,1419,13.25,40.23,105.71,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,456,8.33,40.3,-40,0
tech and accessories shop,20,11.92,40.7,-80,0
tech and accessories shop,271,11.17,40.22,30,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12.08,40.42,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,10228,-105.5,40.15666397,-54.24144609,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,7435,17.25,40.09,694.78,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,4846,26.08,40.15,-16.36,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,7588,-14.75,40.32,-18.1,0
tech and accessories shop,32,11.92,40.43,20,1
tech and accessories shop,24,12.25,40.3,20,1
tech and accessories shop,97,12.67,40.07,-46.67,0
tech and accessories shop,1174,-4.92,40.33,-68.46,0
tech and accessories shop,1623,8.08,40.28,25.48,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,168,9.58,40.24,38,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,124,12,40.41,177.14,1
tech and accessories shop,20,12,39.46,20,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,23,12.08,40.39,15,1
tech and accessories shop,59,12,40.19,-46.67,0
tech and accessories shop,53,11.83,40.15,-51.43,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,287,10.75,40.26,0,0
tech and accessories shop,22,12,39.82,15,1
tech and accessories shop,36,11.75,40.04,120,1
tech and accessories shop,20,12,40,20,1
tech and accessories shop,206,11.75,40.15,-57.78,0
tech and accessories shop,20,12,40,20,1
tech and accessories shop,23,12.08,40.58,15,1
tech and accessories shop,118,11.67,40.21,38.18,1
thrift shop,301,12,40.49,20,1
thrift shop,20,12,40,20,1
thrift shop,89,12.33,40.4,-80,0
thrift shop,20,12,40,20,1
thrift shop,21,12,40.45,20,1
toy store,480,14.75,40.32,40,1
toy store,28,12,40.62,120,1
toy store,114,10.42,40.37,-45.22,0
toy store,725,15,40.1,149.17,1
toy store,20,12,40,20,1
toy store,22,12,40.46,15,1
toy store,56,11.33,40.07,25.88,1
toy store,63,13.92,40.31,177.14,1
toy store,2103,12.67,40.34,-43.94,0
toy store,559,12.17,40.44,2.69,0
toy store,40,11.67,40.87,-80,0
toy store,311,10.33,40.61,80,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,425,12.92,40.3,-34.84,0
toy store,78,11.5,40.08,20,1
toy store,20,12,40,20,1
toy store,87,11.92,40.09,31.11,1
toy store,20,12,40,20,1
toy store,71,11.67,40.86,-80,0
toy store,24,12.08,40.48,-30,0
toy store,23,11.92,40.26,120,1
toy store,21,12,39.65,20,1
toy store,214,12.75,40.51,203.33,1
toy store,39,12.25,40.57,-46.67,0
toy store,20,12,40,20,1
toy store,21,12.08,40.38,15,1
toy store,37,11.83,40.35,270,1
toy store,224,12,40.24,47.27,1
toy store,20,12,40,20,1
toy store,172,14.25,39.95,120,1
toy store,125,12,40.76,20,1
toy store,47,12.25,40.27,60,1
toy store,20,11.92,39.99,-80,0
toy store,774,8.08,40.12,23.33,1
toy store,20,12,40,20,1
toy store,22,12.08,40.42,15,1
toy store,27,12,40.51,-46.67,0
toy store,20,12,40,20,1
toy store,90,12.5,40.40972222,520,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,30,11.92,40.36,186.67,1
toy store,90,12.5,40.41,520,1
toy store,51,12,40.18,20,1
toy store,20,12,40,20,1
toy store,30,12.25,40.23,20,1
toy store,20,12,40.71,20,1
toy store,9064,32.17,40.28,77.6,1
toy store,20,12,40.9,15,1
toy store,20,12,40,20,1
toy store,96,12.58,40.45,15,1
toy store,20,12,40,20,1
toy store,267,12.17,40.1,47.27,1
toy store,122,12.67,40.3,220,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,20,12,40,20,1
toy store,41,12.42,40.34,15,1
toy store,32,12,40.46,-80,0
toy store,857,13.42,40.44,207.5,1
toy store,20,12,40,20,1
toy store,21,12,39.75,15,1
toy store,20,12,40,20,1
toy store,247,8.5,40.16,-77.62,0
toy store,20,12,40,20,1
toy store,1055,11.08,40.25,35.56,1
toy store,49577,64.33,40.46,27.48,1
toy store,20,12,40,20,1
toy store,945,5.25,40.32,-61.63,0
training center,25,12.08,40.45,15,1
transient house,20,12.08,40.76,20,1
travel products and accessories,398,11.83,40.42,7186.67,1
travel shop,409,8.17,40.27,-59.1,0
travel shop,20,12,40,20,1
travel shop ,20,12,40,20,1
vape shop,20,12,40,20,1
vape shop,20,12,40,20,1
vape shop,156,11.83,40.16954839,113.3333333,1
vape shop,23,12,40.01,20,1
vape shop,20,12,40,20,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,12620,-558.33,40.32,-69.33,0
vegetables and fruits shop,296,3.08,40.41,-80,0
vegetables and fruits shop,52,11.92,40.24,45,1
vegetables and fruits shop,163,11.08,40.3,-15.29,0
vegetables and fruits shop,62,11.5,40.28,-30,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,22,12.08,40.25,220,1
vegetables and fruits shop,135,10.92,40.37,27.69,1
vegetables and fruits shop,697,8.42,40.32,-11.13,0
vegetables and fruits shop,27,12.08,40.72,20,1
vegetables and fruits shop,905,6.92,40.32,-15.2,0
vegetables and fruits shop,33,12.17,40.17,-80,0
vegetables and fruits shop,20,12,40.67,15,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,36,12.08,39.93,0,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,67,12.08,40.29,-80,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,31,12.17,40.47,220,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,187,12.67,40.32,25.26,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,20,12,40.71,20,1
vegetables and fruits shop,9658,-113.42,40.31,-71.14,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,20,11.92,40,-80,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,155,10.67,40.27,-36.52,0
vegetables and fruits shop,20,11.92,40.67105,20,1
vegetables and fruits shop,107,11.42,40.18,20,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,180,13,40.2,-13.33,0
vegetables and fruits shop,20,12,40.67,15,1
vegetables and fruits shop,20,12,40.06,-80,0
vegetables and fruits shop,2846,7.92,40.35,-1.14,0
vegetables and fruits shop,748,12.08,40.23,-22.19,0
vegetables and fruits shop,732,12.75,40.23,-11.46,0
vegetables and fruits shop,25,11.75,40.26,-46.67,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,399,12.33,40.22,48.57,1
vegetables and fruits shop,20,11.92,40,-80,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,659,11.08,40.32,-25.9,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,22,12,40,20,1
vegetables and fruits shop,23,12.17,40.51,20,1
vegetables and fruits shop,83,13.67,40.28,15,1
vegetables and fruits shop,51,11.75,40.5455,-37.14285714,0
vegetables and fruits shop,20,12,40.21,15,1
vegetables and fruits shop,212,10.25,40.29,-26.94,0
vegetables and fruits shop,31,11.92,40.36,-22.86,0
vegetables and fruits shop,919,3.5,40.31,-47.53,0
vegetables and fruits shop,20,11.92,39.95,-80,0
vegetables and fruits shop,99,10.92,40.34,-17.5,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,25,11.42,40.44,-22.86,0
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,24,11.83,40.37,20,1
vegetables and fruits shop,20,12,40,20,1
vegetables and fruits shop,59,12.08,40.36,720,1
vegetables and fruits shop,121,11.58,40.45,-40,0
vegetables and fruits shop,42,11.5,40.37,-80,0
vegetables and fruits shop,68,11.5,40.25,12.86,0
vegetables and fruits shop,140,11.5,40.34,-13.33,0
vegetables and fruits shop,25,11.75,40.33,-55,0
vegetables and fruits shop,913,7.08,40.33,-14.4,0
vegetables and fruits shop,725,12.92,40.28,-14.43,0
vegetables and fruits shop,30,12.25,40.45,-46.67,0
vegetables and fruits shop,5065,11.67,40.39,13.16,0
vegetables and fruits shop,42,11,40.18,-44.29,0
vegetables and fruits shop,48,11.42,40.94,-80,0
vegetables and fruits shop,27,12.17,40.18,15,1
vegetables and fruits shop,546,10.17,40.29,4.62,0
vegetables and fruits shop,34,12.08,40.14,-80,0
vegetables and fruits shop,66,12.08,40.22,220,1
vegetables and fruits shop,47,12,40.07,120,1
vegetables and fruits shop,29,11.83,40.42,53.33,1
vegetables and fruits shop,20,12.08,40.47,20,1
vegetables and fruits shop,9640,11.67,40.22,4.58,0
vend machine,20,12,40,20,1
veterinary shop,20,12,40,20,1
vintage shop,20,12,40,20,1
vintage shop,691,19.75,40.1,1620,1
vintage shop,47,11.92,39.7,-80,0
vitamins and supplements reselling business,29,12.08,40.77,20,1
vitamins and supplements reselling business,110,10.17,40.62,-61.82,0
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,20,11.92,39.4577,-80,0
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,23,12,40.5,15,1
vitamins and supplements reselling business,62140,900.25,40.12,-60.43,0
vitamins and supplements reselling business,20,11.92,39.66,-80,0
vitamins and supplements reselling business,28,12,40.39,-40,0
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,20,12.17,40.25,20,1
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,103,12.83,40.22,40,1
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,37151,-408.92,40.14,-67.21,0
vitamins and supplements reselling business,23,12.25,39.53,120,1
vitamins and supplements reselling business,20,12,40,20,1
vitamins and supplements reselling business,20,12.08,40.68,20,1
vitamins and supplements reselling business,601,11.42,40.46,-3.81,0
vitamins and supplements reselling business,20,12,40,20,1
vlogging,116,12,40.34,15,1
vlogging,20,12,40,20,1
vlogging,608,10.67,40.24,-48.89,0
vlogging,20,12,40,20,1
vlogging,25037,-77.67,40.66,20.66,0
vlogging,4701,-37.42,40.09,-78.17,0
vlogging,2162,12.83,40.32,37.81,1
vlogging,20,12,40,20,1
vlogging,3617,42.17,40.33,339.61,1
vlogging,13182,-21.67,40.41,69.24,0
vlogging,20,12,40,20,1
vlogging,2439,11.5,40.22,213.33,1
vlogging,114,13.17,40.29,-30,0
vlogging,97,12.33,40.3,-35.56,0
vlogging,333,12.83,40.3,41.05,1
vlogging,20,12,40,20,1
vlogging,20,12,39.73,20,1
vlogging,9787,20.25,40.3,199.15,1
vlogging,22,12,40.38,15,1
vlogging,35,12,40.49,20,1
vlogging,33,11.83,40.72,-30,0
vlogging,20,12,40,20,1
vlogging,21,12,40.96,20,1
vlogging,20,12,40,20,1
vlogging,21,12,40.97,15,1
vlogging,23,12,40.84,20,1
vlogging,71035,-48.33,40.38,-3.49,0
vlogging,43,12.5,40.27,15,1
vlogging,20,12,40,20,1
vlogging,21,12,39.87,20,1
vlogging,326,10.17,40.34,-22.86,0
vlogging,20,12,40,20,1
vlogging,20,12,40,20,1
vlogging,4477,-9.5,40.38,-3.82,0
vlogging,110,12.42,40.32,20,1
vlogging,305,21.42,40.3,45,1
vlogging,22,12,40.74,20,1
vlogging,76,12.33,40.2,60,1
vlogging,30,11.83,40.45,-46.67,0
tech and accessories shop,24,11.92,40.69,320,1
water refilling station,12666,1.42,40.25,25.95,1
water refilling station,22,12.08,39.43,20,1
water refilling station,23,12.08,40.63,-30,0
web design business,20,12,40,20,1
web design business,20,12,40,20,1
web design business,20,12,40,20,1
web design business,142,12.25,40.24,153.33,1
web design business,25,11.92,40.7,120,1
web design business,20,12,40,20,1
web design business,20,12,40,20,1
web design business,262,12.25,40.6,106.67,1
web design business,1992,8.42,40,11.04,0
web design business,58,12.42,40.02,15,1
web design business,71,12,40.75,15,1
web design business,37,12,40.16,-80,0
web design business,20,12,40,20,1
web design business,20,12,40,20,1
web design business,32,11.58,40.36,-51.43,0
web design business,20,12,40,20,1
web design business,1559,10.83,40.27,17.8,1
web design business,129,12,40.49,53.33,1
web design business,1509,15.75,40.26,25.99,1
web design business,20,12,40,20,1
web design business,23,12.08,40.14,15,1
web design business,23,26.42,39.98,15,1
web design business,20,12,40,20,1
web design business,2183,1.92,40.23,-8.07,0
web design business,20,12,40,20,1
web design business,71,11.58,39.75,100,1
web design business,190,12.92,40.28,282.5,1
web design business,20,12,40,20,1
web design business,20,12,40,20,1
web design business,22,12,39.51,20,1
web design business,20,12,40,20,1
workout equipments shop,285,12.33,39.99,260,1
workout equipments shop,729,10,40.31,5.37,0
workout equipments shop,20,12,40,20,1
workout equipments shop,1134,14.67,40.34,-37.14,0
workout equipments shop,98,12.58,40.32,15,1
workout equipments shop,139,12.58,40.28,620,1
workout equipments shop,1935,11.92,40.32,30.39,1
workout equipments shop,20,12,40.61,20,1
workout equipments shop,6462,15.92,40.23,377.81,1
workout equipments shop,20,12,40,20,1
workout equipments shop,113,13.08,40.36,15,1
workout equipments shop,20,12,40,20,1
workout equipments shop,95,11.58,40.11,7.5,0
workout equipments shop,141,12.92,40.33,-43.64,0
workout equipments shop,116,12.5,40.41,1120,1
workout equipments shop,195,12.42,40.31,174.55,1
workout equipments shop,21,12,40.75,15,1
workout equipments shop,34,11.75,40.12,-80,0
workout equipments shop,23,12.17,40.46,20,1
workout equipments shop,21,13.42,40.63,-80,0
workout equipments shop,10443,24.92,40.2,14.97,0
workout equipments shop,26,12,40.28,15,1
workout equipments shop,20,12,40,20,1
workout equipments shop,45,11.83,40.39,-30,0
workout equipments shop,382,11.83,40.3,49.41,1
workout equipments shop,13935,-93.42,40.29,-49.7,0
workout equipments shop,20,12,40.08,20,1
workout equipments shop,324,11.5,40.2,-13.33,0
workout equipments shop,105,12.58,40.26,320,1
workout equipments shop,20,12,40,20,1
workout equipments shop,850,15.42,40.24,35.63,1
workout equipments shop,20,12,40,20,1
workout equipments shop,680,6.08,40.29,-37,0
workout equipments shop,41,12,40.33,15,1
workout equipments shop,22,11.83,40.28,-80,0
workout equipments shop,20,12,40,20,1
workout equipments shop,20,12,40,20,1
workout equipments shop,20,12,40,20,1
workout equipments shop,20,12.08,40,20,1
workout equipments shop,213,10.08,40.29,-76.43,0
workout equipments shop,20,12,40,20,1
workout equipments shop,32,11.83,40.18,-30,0
workout equipments shop,23,11.92,40.11,-80,0
workout equipments shop,20,12,40,20,1
workout equipments shop,20,12,40,20,1
workout equipments shop,20,12,40,20,1
workout equipments shop,23,11.83,40.88,-80,0
workout equipments shop,26,12.08,40.35,220,1
